summarized_reviews,sentiments
fries were old and coldthey were out of ice asked for the sandwich to be plain it did not come that way they forgot to give us our drinks,"{'label': 'NEGATIVE', 'score': 0.9956419467926025}"
this location is quite busy had a good deal on big macs quick and easy food to pick up for the kids on the go ,"{'label': 'NEGATIVE', 'score': 0.9303454756736755}"
 3 of the 4 times they had my order wrong once when ordering chicken mcnuggets via the drivethru . The inside is actually pretty big and kept clean it is also offstrip and has easy parking .,"{'label': 'NEGATIVE', 'score': 0.666786789894104}"
 The story is short evil thishonest scam artists and bigotsthe story is long . Only people of one race and one sex are hired at this restaurant and apparently only one national origin too this is against federal law see eeoc,"{'label': 'NEGATIVE', 'score': 0.9979806542396545}"
 wtf this place sucks just left drive thru was in line for 25 min girl got my order wrong took back extra sodagave me my order and thisappeared for 5 min while i waited for receipt . When i finally got my,"{'label': 'NEGATIVE', 'score': 0.9978456497192383}"
nice mcdonalds inside but they have a remote that locks the bathroom ghetto much,"{'label': 'NEGATIVE', 'score': 0.8409519791603088}"
simple question what is so hard about making a dipped cone that looks like the picture in the restaurant sometimes they make it so fat that it attacks my clothingi love your dipped cones addicted to it,"{'label': 'NEGATIVE', 'score': 0.9983229041099548}"
it is mcdonalds for fs sake it is what it is the food sucks but it is usually microwaved or fried within a debatable somewhat reasonable amt of time staff are usually genuinely unhappy but nice none the less,"{'label': 'NEGATIVE', 'score': 0.974602222442627}"
here i sit 25 minutes now waiting for my 5 breakfast burritos this mcdonalds is slow and the employees are not at all friendly i do not recommend this place at all,"{'label': 'NEGATIVE', 'score': 0.9996044039726257}"
 This is the 4th time in a month that i have been through the drive thru and my order was wrong or incomplete . This was the worst customer service of any restaurant i have ever been in . i will be sending a copy of,"{'label': 'NEGATIVE', 'score': 0.9998005032539368}"
 this mcds is bad it is near my home and has a drive thru so i hit it up for the dollar menu . The wait for food here is unreal this last week my mcdouble tasted more like it was reheated the,"{'label': 'NEGATIVE', 'score': 0.9997506737709045}"
 i am so relieved i am not the only one who knows how dysfunctional this mcdonalds is compared to any other . Every time i would be in the drivethru they would get my order wrong and as i waited for my upcoming,"{'label': 'NEGATIVE', 'score': 0.9982362985610962}"
do not come in their priority is the drive thru do not waste your time horrible customer service i will be avoiding this place as much as possible,"{'label': 'NEGATIVE', 'score': 0.9991294741630554}"
the drive thru might be the worst i have gone through a few times the staff is rude and when they short your order your made to feel like it is your fault ,"{'label': 'NEGATIVE', 'score': 0.9998098015785217}"
i dont mind fresh and hotbut when you have to wait 15 minutes to order and another 15 minutes to receive the order plus bad attitudenot a good mixtry two cashiers when you got 4 people or more in one linethat would cut the first 15 minutes,"{'label': 'NEGATIVE', 'score': 0.9351494908332825}"
flavorless cardboard and meat like substance  unfit for human consumption    i gave irvine last try and it is worse than ever,"{'label': 'NEGATIVE', 'score': 0.9997046589851379}"
 This is the only burger place within 5 minutes of my office so i have been going here to pick up my lunch before starting work . this morning i get there at 1025 because i have to be at work at 1035 i try,"{'label': 'NEGATIVE', 'score': 0.9944049119949341}"
 this is hands down the worst mcds location i keep saying i wont go back but i think what keeps me going back is that living in the heart of summerlin there is not much of an option besides burger king on town centert,"{'label': 'NEGATIVE', 'score': 0.9992333650588989}"
 i do not know what it is about this mcdonalds it is like kids run the joint . Too many of them just are not professional and seem to think the customers are part of their entertainment this job is basically an extension to their,"{'label': 'NEGATIVE', 'score': 0.9993155002593994}"
 i would much rather go out of my way and give my money to the boca park location . service is terribly slow orders have never been correct manager oscar is trained in a third world country .,"{'label': 'NEGATIVE', 'score': 0.9988054037094116}"
" This was the worst mcdonalds in all of las vegas, Las Vegas . My daughter wanted a breakfast burrito and i needed a coffee . 1 car in front in of me and 23 minutes stuck in the drive thru .","{'label': 'NEGATIVE', 'score': 0.9997772574424744}"
honestly mcdonalds is a mcdonalds but i have never been to one so slow went in to grab some breakfast and although no one was there it still took 20 min the fact that i keep coming back is just because it is close,"{'label': 'NEGATIVE', 'score': 0.949353039264679}"
 The burger was dry as hell and tasted like it had been reheated from the day before i took one bite and could barely chew it i threw them both away what a waste of gas and time never going to this place again .,"{'label': 'NEGATIVE', 'score': 0.9993813037872314}"
i do not know what the deal is with this location but they are ridiculously slow even if my order is a pre made salad and iced coffee and there is no one else in the drivethru lane it still takes forever,"{'label': 'NEGATIVE', 'score': 0.9995131492614746}"
 A few months ago the workers were really cool but now they have all just gotten really fcking weird . It is almost like one of those 1980s bhorror movies where one of the workers gets infected with the zombievampirewere,"{'label': 'NEGATIVE', 'score': 0.9943690896034241}"
awful service and extremely slow go elsewhere,"{'label': 'NEGATIVE', 'score': 0.9997918009757996}"
 i love mcdonalds grew up on it and still take my boys there regularly . The location off of the circle in summerlin really has some hard times keeping up . The place always seems to be a bit dirty both in the lobby,"{'label': 'NEGATIVE', 'score': 0.9992786049842834}"
 i have never tried a mcrib sandwich and i heard via the talk threads that mcdonalds in las vegas started serving them the other day so i took my son here to give this legendary sandwich a try . The sauce was the,"{'label': 'POSITIVE', 'score': 0.7769599556922913}"
pretty good service for fast food,"{'label': 'POSITIVE', 'score': 0.999810516834259}"
the drive through line is terrible they are painfully slow,"{'label': 'NEGATIVE', 'score': 0.999792754650116}"
 Staff are young rude untrained kids from the local middle school and the drivethrough is really painfull . This location should be closed down or sold to someone who knows how to run a mcdonalds .,"{'label': 'NEGATIVE', 'score': 0.9997826218605042}"
 After years of pathetic service thisgusting food and dangerous mistakes why do i keep going back . i have been going to this particular store for years it is right around the corner from where i used to live and is on the way from,"{'label': 'NEGATIVE', 'score': 0.9978587031364441}"
